AP1,FD,FTa1,FTa2,FTa3,FTb,FTc,LFY,TFL1a,TFL1c,days
3.0576190881827703,24.293201576356076,31.883406372744755,15.646001523724149,4.840895795854776,38.60755588538976,10.678964293749758,13.61381136134382,18.70501386539104,22.55641650572053,9
48.127262634259466,33.28147308639064,1.699971093444673,1.509319457633098,6.65008586386748,106.9812868204816,13.946853696112429,3.3395368659789257,22.237635238763445,20.74912085188974,9
0.367343293787213,40.17710698809206,5.107719108734731,32.12801291205548,1.340917816277462,28.098977223509298,35.92162144614527,15.099017810508505,27.68386793484941,19.000540019330337,9
47.94067998842764,28.029421211537425,28.486353165055405,29.704817412038306,6.501309119269704,91.72077423205779,61.279997335838566,1.2366864376793938,23.16601038401109,25.840815930466963,9
7.8544712384891335,33.56232954445739,19.697493884955495,8.002342234704622,4.153846187736111,13.400304810036873,7.888833564990882,13.92415772575196,18.782510562556283,29.237572007791762,9
82.57490932058722,32.62519507743845,23.283225884657487,53.50206948682476,7.027030887698992,121.75289458443753,7.688319210392101,13.216037654594349,23.235161776541258,25.76006374806031,9
74.3828267722725,35.34473890736359,5.8803280546210415,4.831273081543514,9.797772399917104,10.9543652206592,17.198502135798133,4.2252119945375455,17.546887182470634,26.584316984186938,9
45.83013003288848,28.04182387381604,47.07351978801193,46.50304511730686,2.145201679261843,116.28971948838388,38.949141330425554,2.28062363171985,18.85964263119149,24.61940565167185,9
37.68843917786,32.91277106889635,1.7373325411404297,34.91513354675155,8.840793049989644,18.072107621820305,30.23138459691973,13.014524153379615,18.605118402353945,28.938669420495426,9
83.62530493151058,41.44030062546423,49.09083302157589,25.46409501143728,6.4607940061633675,101.32017936760518,15.672363461182433,0.04403327453165584,22.753396103907093,23.888049931111702,9
56.63178864974336,29.836829202490122,29.04346155995472,11.91022336130156,18.23702485485611,48.93162287949494,24.573954943726882,12.26104975094973,22.03453149629523,26.44978476553859,9
38.07975613939208,30.84242574210081,7.441793257884314,26.499080843474253,2.449043569636616,64.53516019589719,33.29849719104931,6.551527769536635,24.116806106804315,26.632854460686765,9
48.61941559958141,37.06791298551251,43.36710208046859,4.332545715175635,3.51913407597028,42.19752625468047,16.860466597300842,15.025932171777212,25.49079740953629,29.096666322485056,9
