AP1,FD,LFY,TFL1a,TFL1c,days
16.670718913062988,49.294044068651274,2.3966894221011756,21.647228371919685,28.15228435276353,11
15.828849847592297,56.17563219322449,24.139188496862147,23.256564125779597,25.733675297900216,11
51.05325967866869,35.62682984396733,18.605322782093015,20.158727644359548,20.105992742042762,11
69.88632465419427,48.04287486266551,15.727689465648465,19.99699399774993,26.67651160729636,11
51.652841256436496,51.41285775774642,5.359235472632478,27.11118753046818,25.16881371952874,11
90.05957426378153,58.107315039207265,18.20063167594555,21.37790918558276,25.802104195810337,11
8.307076772915607,35.45075782011561,6.899358575868047,24.473761907135696,23.134347205270807,11
22.41654396771206,49.34600009304482,10.408528326142116,19.845116712721584,25.47186952965802,11
65.45470686736546,52.72362309558843,31.372249429502396,19.424172821940306,31.86154245041006,11
39.62899906472981,33.93006517214623,9.292912548731582,20.06152064212733,26.59146843479074,11
20.16163491006376,31.99835128601012,8.759190476968035,21.60811389153253,27.92986443190268,11
55.353919349137534,33.877286547168495,19.670974579421333,15.711799085367323,25.282922844608084,11
116.09970017748586,50.767913567958466,5.3010106879162775,19.145153645182116,28.88355554392506,11
56.37129161302888,62.98995061817389,17.708429152373018,19.036418711843947,28.554696689547676,11
17.59744886661886,53.08271909620054,11.497253460121858,15.699369739133541,17.42091094627482,11
63.31447738835595,62.26315607743058,17.717831401310264,20.158753674195736,27.752305625414856,11
8.63693970161564,46.245069648646904,15.184826197383815,21.97338797183619,30.03080106009115,11
8.226619846367303,39.798148482017275,15.733982784603727,19.34809025081917,23.02660300827011,11
45.50240183025567,41.933160891924004,7.921948796297666,24.388095264668713,22.504579077706396,11
107.6745533519232,26.464020982757024,21.157302658414533,18.390678416012655,26.674511825823668,11
64.01971522543894,41.38764253441063,12.763053336001795,23.16537726745743,25.451838135465515,11
0.6549669573764236,45.42877907450821,23.153245409330736,20.405833672880746,29.79433986833527,11
10.274535396677221,51.56141510196643,10.639926228293081,22.00903081222719,25.845596182411125,11
54.940812751443815,52.65072912644654,5.7839360957062205,23.745444409021932,20.452070187529273,11
36.46538644610833,42.70125580835725,18.852959142375987,22.984434313361586,32.081169163146356,11
60.11821448994895,38.072973415644356,3.187486905408541,24.066395196207996,26.094649401992744,11
67.0320927737064,44.26663346402849,5.568210957842918,18.46817211560731,28.866270382485634,11
33.956729569143214,55.14464945614291,9.871023024470176,19.54512530674757,28.53949221560708,11
14.167077236262644,54.471141318776425,20.101783667022737,16.79923063076234,23.912013572847975,11
80.47447186063975,39.16989433944044,4.725838437477452,19.77504590844513,17.325697046255392,11
51.252640829104905,49.05487788295318,11.45991122342609,17.962487417190463,29.026644698209385,11
39.34726885856159,55.550517186092165,22.11096025195602,28.21324520367827,21.927553974917423,11
43.76386629883372,42.742277610761576,7.6171066570069215,20.55662107834881,26.804121892991585,11
14.118228505407888,46.07129386312031,5.705856412536069,28.02432670060349,26.02318715618173,11
160.8945537419147,49.82055853601269,11.321901907098283,22.850197543475332,23.80560475187939,11
17.126823538522828,46.32262711199316,5.556616406916867,25.439100830995315,25.499300406621884,11
99.26353225637827,31.93921591057051,8.392889174857848,23.607092787466062,21.9031556043502,11
13.222966105138577,38.90425209291298,16.245260768436065,23.415459961627114,22.691130155552592,11
24.98881510563145,44.87567693186866,27.392221911024844,15.107300467990878,21.178928013099565,11
42.23019014011957,35.980066866736834,7.658906278262909,15.853773057571388,26.672189211658825,11
106.96434563577587,29.167816596728674,5.0195664461670235,23.19991104801555,24.687914640112027,11
34.858012305515715,32.79276647755328,19.964221531813052,22.19774311298616,26.087206288644797,11
0.9977484288078844,47.447186112022415,5.56081612215325,18.675581406812938,26.30594317573964,11
46.76464277534691,37.24013639248844,16.38193765535388,22.757346326482665,28.59973467182719,11
56.36635686547494,45.09761735927082,20.837238849648507,19.359442919979298,27.460302289579694,11
23.61143274425595,55.57815970069362,30.750846501696103,18.658397515087508,24.851510506148063,11
13.296728952313709,49.34099663995932,9.78461586953822,22.492707498996253,27.733727433485225,11
3.867540177559349,54.49476249540072,18.276623074466976,19.93525480437235,23.885773091161642,11
11.587602877719805,38.50079525477574,17.58609674652689,21.807016908712594,20.94353282195923,11
5.37090696864852,56.10343743924176,16.8969185632155,17.718600602231476,28.20052785533441,11
13.891828492150864,46.592903339289784,9.153838805150672,22.007712232010988,24.34232624950971,11
63.16833219543696,62.78970127673542,2.829518251331459,25.453175258914733,23.52019327121247,11
29.27142713824253,50.256003644861444,9.703540328054158,24.260764091809623,26.157683287478473,11
27.977910753929446,49.03073272023518,1.2791671953503592,21.041673613821285,23.28626741570579,11
45.00192934095004,53.725121166752906,15.030623383719968,19.951826815012822,24.416810639459765,11
69.05350846255499,47.32998701037153,6.039808791181258,17.754893363323244,24.569620592850022,11
39.97798144595288,47.3151209760528,1.1185921699690624,17.30915323264962,27.86904345254949,11
46.8871253345376,45.18072897432155,2.2712056166432326,17.46209861572162,25.315579684676987,11
